time,open,high,low,close,Volume
2026-02-05 11:15:00,22905.96,23030.7,22904.03,23021.46,932998
2026-02-05 11:20:00,23021.08,23080.75,23018.38,23071.7,925285
2026-02-05 11:25:00,23073.05,23121.17,23053.8,23117.33,833222
2026-02-05 11:30:00,23117.71,23158.91,23109.05,23150.82,1006927
2026-02-05 11:35:00,23152.36,23157.17,23120.79,23129.26,607887
2026-02-05 11:40:00,23129.26,23151.97,23100.77,23120.79,591680
2026-02-05 11:45:00,23120.02,23121.81,23071.9,23117.71,454962
2026-02-05 11:50:00,23117.71,23174.69,23117.71,23165.45,463334
2026-02-05 11:55:00,23166.6,23188.93,23127.34,23164.4,401299
2026-02-05 12:00:00,23163.53,23168.15,23083.56,23101.16,381009
2026-02-05 12:05:00,23100.39,23129.26,23091.53,23101.54,224654
2026-02-05 12:10:00,23101.54,23120.79,23076.9,23110.97,270333
2026-02-05 12:15:00,23111.16,23116.55,23090.76,23095.77,219887
2026-02-05 12:20:00,23092.3,23162.76,23064.23,23162.76,404057
2026-02-05 12:25:00,23163.14,23196.25,23162.37,23171.61,485123
2026-02-05 12:30:00,23172.38,23191.24,23138.11,23141.39,369575
2026-02-05 12:35:00,23140.42,23178.92,23132.57,23166.99,290718
2026-02-05 12:40:00,23166.99,23207.8,23160.83,23182.78,313001
2026-02-05 12:45:00,23183.16,23217.42,23136.96,23146.2,402894
2026-02-05 12:50:00,23145.04,23169.68,23120.02,23136.96,387281
2026-02-05 12:55:00,23134.27,23142.73,23106.54,23121.17,304607
2026-02-05 13:00:00,23118.86,23167.38,23117.33,23135.8,981142
2026-02-05 13:05:00,23134.27,23134.27,23098.08,23104.62,294753
2026-02-05 13:10:00,23103.85,23131.57,23086.14,23110.78,477004
2026-02-05 13:15:00,23110.16,23122.72,23088.84,23095.96,278266
2026-02-05 13:20:00,23096.16,23104.23,23052.65,23068.43,356190
2026-02-05 13:25:00,23069.97,23094.22,23058.44,23073.43,313408
2026-02-05 13:30:00,23071.9,23110.01,23069.2,23087.68,273432
2026-02-05 13:35:00,23086.53,23087.29,23053.03,23058.42,448627
2026-02-05 13:40:00,23056.49,23070.74,23036.47,23055.34,23681992
2026-02-05 13:45:00,23054.57,23066.51,23028.39,23037.24,0
2026-02-05 13:50:00,23034.16,23034.55,23007.22,23021.46,257640
2026-02-05 13:55:00,23022.61,23054.96,23007.22,23043.02,357866
2026-02-05 14:00:00,23042.25,23083.83,23029.16,23066.51,568003
2026-02-05 14:05:00,23065.76,23098.46,23061.89,23093.46,24512894
2026-02-05 14:10:00,23093.84,23151.21,23091.53,23137.34,0
2026-02-05 14:15:00,23137.73,23166.22,23130.03,23162.37,371347
2026-02-05 14:20:00,23163.14,23171.61,23148.9,23153.9,406043
2026-02-05 14:25:00,23154.28,23154.28,23098.08,23102.7,25785041
2026-02-05 14:30:00,23102.7,23102.7,23026.47,23062.66,0
2026-02-05 14:35:00,23063.42,23082.67,23044.17,23056.88,373476
2026-02-05 14:40:00,23057.27,23061.5,23033.01,23040.33,336650
2026-02-05 14:45:00,23040.33,23056.11,23024.54,23036.09,275025
2026-02-05 14:50:00,23037.24,23048.79,23017.22,23029.93,286058
2026-02-05 14:55:00,23030.7,23058.03,23026.08,23051.49,549063
2026-02-05 15:00:00,23053.8,23078.57,23036.47,23078.57,435282
2026-02-05 15:05:00,23076.13,23133.88,23063.81,23129.65,612149
2026-02-05 15:10:00,23128.49,23142.54,23083.83,23085.95,603574
2026-02-05 15:15:00,23086.53,23089.6,23034.93,23037.63,1035081
2026-02-05 15:20:00,23036.86,23041.09,22990.85,22999.9,495958
2026-02-05 15:25:00,22999.52,23003.75,22978.34,22984.5,552907
2026-02-05 15:30:00,22983.73,23002.21,22968.33,22975.65,655146
2026-02-05 15:35:00,22976.03,22993.55,22964.48,22988.35,650661
2026-02-05 15:40:00,22989.12,23018.77,22952.93,22962.94,638543
2026-02-05 15:45:00,22962.94,22968.72,22945.23,22959.47,542936
2026-02-05 15:50:00,22959.86,22979.11,22918.66,22969.1,1219224
2026-02-05 15:55:00,22968.33,23008.76,22961.4,22987.58,1437113
2026-02-05 16:00:00,22986.81,23060.73,22917.39,22922.9,0
2026-02-05 16:05:00,22925.6,22994.51,22905.58,22945.23,0
2026-02-05 16:10:00,22944.1,22985.66,22942.92,22954.66,0
2026-02-05 16:15:00,22955.24,22985.66,22887.48,22893.26,0
2026-02-05 16:20:00,22895.56,22906.73,22876.7,22895.18,0
2026-02-05 16:25:00,22895.18,22915.97,22892.05,22898.26,0
2026-02-05 16:30:00,22898.64,22985.66,22837.43,22838.37,0
2026-02-05 16:35:00,22841.28,22855.72,22808.94,22813.75,0
2026-02-05 16:40:00,22814.72,22831.66,22796.24,22822.57,0
2026-02-05 16:45:00,22823.96,22842.82,21297.98,22795.46,0
2026-02-05 16:50:00,22798.54,22818.95,22795.08,22799.32,0
2026-02-05 16:55:00,22801.43,22808.46,21474.5,22791.62,0
2026-02-05 17:00:00,22786.25,22985.66,22760.04,22760.08,0
2026-02-05 17:05:00,22760.62,22768.9,21297.98,22761.97,0
2026-02-05 17:10:00,22762.16,22771.6,22736.18,22738.1,0
2026-02-05 17:15:00,22738.1,22752.85,21810.94,22743.88,0
2026-02-05 17:20:00,22744.02,22759.66,22740.02,22759.66,0
2026-02-05 17:25:00,22759.66,22779.3,22746.18,22774.29,0
2026-02-05 17:30:00,22774.24,22783.14,22752.73,22753.42,0
2026-02-05 17:35:00,22752.34,22753.5,22741.95,22745.8,0
2026-02-05 17:40:00,22745.41,22745.8,22728.48,22734.25,0
2026-02-05 17:45:00,22737.14,22985.66,22726.16,22756.96,0
2026-02-05 17:50:00,22756.96,22760.07,22750.04,22754.46,0
2026-02-05 17:55:00,22754.62,22985.66,22736.95,22757.35,0
2026-02-05 18:00:00,22759.28,22808.91,22757.35,22805.09,0
2026-02-05 18:05:00,22805.01,22827.11,22802.38,22812.02,0
2026-02-05 18:10:00,22811.25,22812.79,22782.38,22796.62,0
2026-02-05 18:15:00,22798.16,22803.55,22771.54,22771.6,0
2026-02-05 18:20:00,22770.79,22772.36,22725.05,22735.4,0
2026-02-05 18:25:00,22738.1,22786.22,22738.1,22786.22,0
2026-02-05 18:30:00,22786.63,22790.84,22745.8,22751.22,0
2026-02-05 18:35:00,22750.39,22754.08,22716.17,22727.61,0
2026-02-05 18:40:00,22722.37,22737.33,22711.92,22717.31,0
2026-02-05 18:45:00,22715.38,22722.7,22692.28,22717.31,0
2026-02-05 18:50:00,22716.73,22721.93,22672.26,22673.2,0
2026-02-05 18:55:00,22671.88,22709.61,22666.88,22703.45,0
2026-02-06 04:00:00,22946.0,22965.25,22927.14,22932.14,0
2026-02-06 04:05:00,22929.83,22982.19,22923.67,22980.65,0
2026-02-06 04:10:00,22980.65,23013.38,22974.88,23013.38,0
